genome,completeness,contamination,length,N50
TG3_14:bin_000025.fa,83.88,11.92,2973893,6868
TG3_14:bin_000035.fa,82.45,2.64,2788376,7746
TG3_21:bin_000003.fa,100.0,0.34,2986995,54225
TG3_21:bin_000031.fa,83.6,9.39,3304076,19945
TG3_21:bin_000038.fa,89.56,9.84,3679667,15662
TG3_21:bin_000040.fa,85.56,3.42,2142669,9891
TG3_28:bin_000017.fa,91.05,4.97,2458118,6079
TG3_28:bin_000047.fa,73.41,6.55,2408618,5294
TG3_28:bin_000058.fa,66.2,3.85,2092296,5060
TG3_35:bin_000016.fa,99.47,1.97,1715520,34827
TG3_35:bin_000030.fa,84.79,4.4,2667199,20428
TG3_35:bin_000031.fa,86.67,3.43,3638698,20506
TG3_35:bin_000033.fa,98.12,2.22,2913216,22073
TG3_35:bin_000038.fa,93.72,7.94,3045313,15845
TG3_35:bin_000041.fa,70.41,3.17,2442023,7097
TG4:bin_000003.fa,99.39,1.45,2918330,47793
TG4:bin_000011.fa,89.59,3.65,1410621,11627
TG4:bin_000018.fa,90.24,9.94,3086491,10582
TG4:bin_000024.fa,88.79,11.98,3705484,27016
TG4:bin_000034.fa,74.1,1.72,2102962,3919
TG4:bin_000057.fa,64.87,1.16,1597538,3109
TG4_07:bin_000004.fa,94.23,3.41,2100336,12401
TG4_14:bin_000001.fa,99.99,0.31,2768917,49428
TG4_14:bin_000009.fa,92.67,2.42,2775176,16838
TG4_14:bin_000024.fa,69.32,6.18,4531653,3640
TG4_21:bin_000007.fa,90.64,2.22,1421412,14905
TG4_21:bin_000044.fa,54.88,3.11,2099375,3110
TG4_28:bin_000004.fa,92.84,2.58,3017063,28964
TG4_28:bin_000005.fa,98.26,4.29,2643791,15914
TG4_28:bin_000031.fa,85.61,2.87,3550759,8501
TG4_35:bin_000010.fa,95.77,3.81,2757509,52388
TG4_35:bin_000023.fa,82.41,7.4,2934255,9042
TG5:bin_000001.fa,100.0,2.66,2932735,45117
TG5:bin_000011.fa,96.57,0.39,2095305,49995
TG5:bin_000025.fa,87.36,5.33,3057397,15211
TG5:bin_000051.fa,85.75,11.41,3536198,9830
TG5_07:bin_000010.fa,97.27,3.73,3260433,35385
TG5_07:bin_000020.fa,65.24,2.95,1873977,8330
TG5_07:bin_000021.fa,74.78,5.67,2079935,8350
TG5_14:bin_000027.fa,81.7,8.23,3192855,10431
TG5_21:bin_000007.fa,95.82,0.54,3709129,24539
TG5_21:bin_000013.fa,93.26,1.05,1783608,9238
TG5_35:bin_000002.fa,100.0,0.08,2852010,53014
TG5_35:bin_000009.fa,97.58,7.29,2544601,19028
D300418:bin_000011.fa,86.35,3.56,2791458,16255
D300418:bin_000012.fa,87.54,8.06,3688622,17336
D300419:bin_000005.fa,87.48,2.98,3182442,36754
D300419:bin_000016.fa,57.48,0.5,1932985,31371
D300420:bin_000007.fa,94.0,1.93,2306884,14826
D300422:bin_000007.fa,95.76,17.93,7910116,19649
D300423:bin_000013.fa,87.98,0.73,2344192,10949
D300423:bin_000014.fa,80.56,1.76,2101650,12408
D300424:bin_000009.fa,89.89,6.87,3529239,13826
D300426:bin_000016.fa,74.61,2.05,2640773,7606
D300428:bin_000003.fa,95.62,3.2,2284900,26002
D300428:bin_000006.fa,86.89,3.55,2095074,5476
D300428:bin_000010.fa,88.37,5.76,1697069,5172
D300429:bin_000009.fa,96.39,11.04,3346536,30299
D300430:bin_000004.fa,86.05,4.73,3057718,51817
D300430:bin_000010.fa,83.6,7.68,3001106,17315
D300431:bin_000015.fa,82.27,2.57,2259954,16970
D300433:bin_000008.fa,94.31,2.73,2486058,17110
D300433:bin_000011.fa,98.24,2.95,2892447,34110
D300436:bin_000015.fa,89.36,5.12,2837871,19763
D300438:bin_000005.fa,95.52,2.98,2292654,16103
D300438:bin_000015.fa,70.94,2.15,1938846,5817
D300439:bin_000002.fa,100.0,0.01,2630555,21021
D300439:bin_000009.fa,86.3,3.08,2331001,8010
D300439:bin_000027.fa,63.97,0.93,2364098,5124
D300442:bin_000002.fa,91.3,1.11,2711288,22023
D300443:bin_000008.fa,94.75,4.99,3487686,37589
D300444:bin_000009.fa,82.61,9.7,3153636,29819
D300445:bin_000004.fa,98.23,7.01,4773845,43699
D300446:bin_000005.fa,91.28,4.61,2626555,16834
D300447:bin_000015.fa,81.15,2.4,2169542,5237
D300448:bin_000004.fa,95.58,6.21,2403211,16920
D300448:bin_000011.fa,89.12,3.9,2345012,12512
D300449:bin_000003.fa,97.19,6.16,4540325,64850
D300449:bin_000004.fa,99.99,9.87,5174989,50121
D300450:bin_000012.fa,89.81,1.15,2621449,13098
D300451:bin_000002.fa,97.04,1.08,2742905,45565
D300451:bin_000006.fa,93.21,3.43,3193967,43765
D300451:bin_000013.fa,84.02,10.19,4125497,10060
D300455:bin_000004.fa,93.07,5.74,3473250,24849
D300455:bin_000013.fa,83.19,1.96,3146137,29220
D300457:bin_000001.fa,98.53,5.82,3168595,24244
D300460:bin_000013.fa,90.88,3.03,2381817,7985
D300461:bin_000010.fa,86.87,5.45,1970683,5930
D300462:bin_000001.fa,99.8,0.09,2821488,57160
D300462:bin_000013.fa,58.57,3.07,2656901,3207
D300463:bin_000008.fa,88.21,4.3,3148239,34930
D300463:bin_000019.fa,79.63,2.76,2159794,10556
D300465:bin_000005.fa,97.12,2.48,3852186,26158
D300465:bin_000009.fa,83.69,2.11,2842861,13433
D300465:bin_000019.fa,58.75,4.0,2407489,11468
D300466:bin_000002.fa,90.58,2.95,1548904,18546
D300467:bin_000009.fa,94.86,9.4,3555106,39534
D300468:bin_000005.fa,89.98,1.98,2604213,10846
D300469:bin_000008.fa,98.17,4.32,2418915,14405
D300469:bin_000009.fa,92.62,1.77,3372317,14756
D300469:bin_000013.fa,82.34,11.12,3195610,20467
D300472:bin_000008.fa,89.6,1.69,2451459,11442
D300475:bin_000022.fa,66.63,1.62,2707323,5080
D300476:bin_000011.fa,74.57,2.57,2080991,3428
D300478:bin_000018.fa,85.82,3.19,2363011,8567
D300479:bin_000012.fa,82.38,4.67,2304801,9756
D300479:bin_000014.fa,97.15,1.18,4028920,9426
D300480:bin_000005.fa,84.38,3.86,2028473,16098
D300480:bin_000008.fa,91.98,9.14,2859972,23839
D300481:bin_000010.fa,86.28,7.05,4465677,45178
D300481:bin_000017.fa,70.88,7.22,2198599,8824
D300483:bin_000004.fa,95.88,5.23,2147655,19354
D300483:bin_000012.fa,83.78,2.12,2129170,9104
D300483:bin_000015.fa,75.59,17.36,3335405,5386
D300484:bin_000023.fa,70.14,4.19,1977075,8986
D300485:bin_000020.fa,79.29,2.73,2285826,6765
D300486:bin_000001.fa,100.0,3.6,4325168,49904
D300488:bin_000005.fa,92.38,7.34,2294322,6958
D300488:bin_000007.fa,93.35,5.49,3463826,29187
D300489:bin_000006.fa,99.64,6.5,2610920,16158
D300489:bin_000017.fa,81.71,13.38,3540055,10193
D300491:bin_000003.fa,99.07,0.5,1680789,53628
D300492:bin_000001.fa,100.0,1.31,2778167,47477
D300492:bin_000004.fa,94.7,2.65,2056591,10789
D300493:bin_000006.fa,89.88,4.81,2934361,39015
D300493:bin_000009.fa,85.28,3.58,2083673,7826
D300494:bin_000003.fa,97.13,4.1,3166897,29718
D300494:bin_000005.fa,99.73,3.69,3879059,51928
D300494:bin_000006.fa,93.22,5.51,3717870,43305
D300495:bin_000008.fa,95.3,3.8,3223940,32163
D300498:bin_000006.fa,90.68,0.4,1463021,13190
D300498:bin_000008.fa,91.07,0.83,2479293,9817
D300498:bin_000011.fa,88.91,0.51,3540129,14088
D300500:bin_000007.fa,85.22,1.78,2161125,13126
D300503:bin_000002.fa,90.77,1.78,1498870,9438
D300503:bin_000008.fa,89.81,4.34,2785294,64090
D300503:bin_000021.fa,71.33,4.03,1994849,7966
D300505:bin_000006.fa,75.14,1.4,1951345,4082
D300506:bin_000001.fa,93.41,0.46,2018301,14203
D300506:bin_000002.fa,94.17,1.65,2479969,13667
D300506:bin_000017.fa,62.26,3.08,3326438,3690
D300507:bin_000017.fa,67.32,1.01,1657730,3648
D300508:bin_000003.fa,94.75,3.42,2319177,12605
D300508:bin_000015.fa,79.72,22.63,7040417,13131
D300509:bin_000008.fa,88.82,2.37,3203407,37788
D300509:bin_000018.fa,79.65,2.98,2314488,13599
D300510:bin_000001.fa,85.95,0.73,2246793,17260
D300510:bin_000002.fa,94.78,0.95,2647782,19193
D300511:bin_000004.fa,96.21,5.48,2261723,10558
D300511:bin_000011.fa,62.28,1.0,1911413,3093
D300512:bin_000006.fa,89.52,2.38,2211693,14924
D300512:bin_000011.fa,94.58,3.68,2934255,24347
D300514:bin_000007.fa,84.75,5.73,2065203,5239
D300514:bin_000012.fa,91.29,9.96,5495771,14052
D300516:bin_000020.fa,85.91,4.79,2926180,14721
D300517:bin_000001.fa,92.95,1.32,2755351,20623
D300517:bin_000015.fa,73.68,5.04,1181874,4446
D300520:bin_000012.fa,73.57,1.96,2447377,7149
D300520:bin_000022.fa,63.43,3.49,2828677,11436
D300521:bin_000005.fa,94.74,6.93,1702325,53351
D300521:bin_000007.fa,89.91,2.89,2497414,21380
D300521:bin_000009.fa,84.86,5.8,3118313,9208
D300521:bin_000011.fa,82.67,12.68,3700577,3374
D300522:bin_000001.fa,100.0,0.01,2640172,49210
D300525:bin_000001.fa,92.6,9.08,3344201,22630
D300525:bin_000014.fa,91.26,2.18,3178127,14199
D300526:bin_000009.fa,82.68,2.79,3296267,18327
D300526:bin_000011.fa,84.22,6.72,2068030,12686
D300527:bin_000001.fa,99.88,2.03,1853916,29688
D300527:bin_000009.fa,85.17,5.89,2778930,14510
D300528:bin_000011.fa,74.7,2.07,1751251,3421
D300529:bin_000004.fa,90.45,1.63,3544080,20152
D300529:bin_000008.fa,89.23,1.81,2805900,11879
D300529:bin_000012.fa,62.69,11.53,2954764,4276
GPB:bin_000018.fa,93.67,0.16,2205665,2205665
GPB:bin_000023.fa,98.35,2.24,3146407,3146407
GPB:bin_000029.fa,100.0,0.15,3286184,3286184
GPB:bin_000033.fa,95.61,0.49,3478520,3478520
GPB:bin_000060.fa,100.0,0.43,3569397,3569397
GPB:bin_000072.fa,99.2,1.31,3286723,3286723
GPB:bin_000073.fa,98.04,1.9,1823093,1823093
GPB:bin_000101.fa,99.82,1.63,2966490,2966490
GPB:bin_000106.fa,98.17,3.47,5025416,5025416
GPB:bin_000120.fa,100.0,0.91,2831553,2831553
GPB:bin_000125.fa,97.76,0.19,3295763,3295763
GPB:bin_000135.fa,96.99,1.25,4215332,2797585
GPB:bin_000137.fa,86.04,1.96,2398787,267243
GPB:bin_000153.fa,91.41,1.96,1581374,1581374
GPB:bin_000173.fa,97.34,3.68,3965444,2120242
GPB:bin_000177.fa,98.99,0.58,3325945,2195585
GPB:bin_000180.fa,78.91,5.51,4145303,684579
GPB:bin_000193.fa,88.97,0.5,2039492,157914
GPB:bin_000198.fa,96.45,0.0,2187008,382761
GPB:bin_000200.fa,92.62,1.74,2050765,499356
GPB:bin_000204.fa,89.33,1.31,2107690,238900
GPB:bin_000205.fa,89.78,3.04,2856917,558858
GPB:bin_000211.fa,82.64,1.61,2006641,152293
TG1:bin_000009.fa,96.9,4.57,3592738,23218
TG1:bin_000024.fa,89.56,8.51,2637196,11325
TG1:bin_000025.fa,86.37,5.88,3124013,29201
TG1:bin_000037.fa,86.39,6.85,2788158,10644
TG1:bin_000042.fa,82.03,16.66,3698074,19383
TG1:bin_000057.fa,59.17,2.74,2188323,13538
TG1_14:bin_000001.fa,92.36,1.33,2699512,60231
TG1_14:bin_000004.fa,99.89,0.92,1938878,19270
TG1_14:bin_000027.fa,66.43,8.37,2753251,3500
TG1_21:bin_000009.fa,94.08,1.62,1904567,30347
TG1_21:bin_000020.fa,88.89,11.7,4665096,9954
TG1_21:bin_000021.fa,97.76,10.73,4113956,26104
TG1_21:bin_000037.fa,73.41,2.9,2590125,5975
TG1_21:bin_000043.fa,72.15,4.87,3058855,7208
TG1_28:bin_000013.fa,96.68,5.39,2878698,38460
TG1_28:bin_000015.fa,85.2,2.01,2957652,13951
TG1_28:bin_000020.fa,80.89,9.73,5342873,10526
TG1_28:bin_000041.fa,77.19,2.26,2711592,9328
TG1_35:bin_000007.fa,94.17,5.22,4449944,5032
TG1_35:bin_000011.fa,94.83,2.64,1635869,13055
TG1_35:bin_000017.fa,95.97,1.31,1832807,21280
TG1_35:bin_000027.fa,76.82,3.31,3348439,8809
TG1_35:bin_000032.fa,85.15,8.27,4255396,9313
TG2:bin_000037.fa,81.27,2.81,3102604,8487
TG2:bin_000039.fa,70.98,0.15,1879723,11208
TG2:bin_000042.fa,94.39,5.37,3606055,8965
TG2:bin_000048.fa,88.58,19.42,3235932,8582
TG2_07:bin_000002.fa,96.19,0.52,2572150,22474
TG2_07:bin_000029.fa,87.75,1.89,2812548,11479
TG2_07:bin_000031.fa,78.31,0.98,2550133,9594
TG2_14:bin_000001.fa,93.26,0.68,2657565,53542
TG2_14:bin_000012.fa,88.17,7.16,2916587,20555
TG2_14:bin_000013.fa,90.45,5.93,2370287,6020
TG2_14:bin_000025.fa,82.73,4.72,2861296,13375
TG2_14:bin_000028.fa,75.14,2.49,2430148,5429
TG2_14:bin_000029.fa,63.22,1.11,2739042,6815
TG2_21:bin_000013.fa,86.47,2.33,2667267,27369
TG2_28:bin_000005.fa,91.18,3.49,4349184,5456
TG2_28:bin_000013.fa,84.94,12.38,4933205,46571
TG2_35:bin_000009.fa,84.03,1.91,2438104,26121
TG2_35:bin_000014.fa,85.55,6.41,4641665,40561
TG2_35:bin_000025.fa,62.24,3.4,2407350,4177
TG3:bin_000010.fa,100.0,2.96,3170231,82663
TG3:bin_000019.fa,90.96,6.84,3725926,15708
TG3:bin_000022.fa,91.68,3.31,2691836,11525
TG3:bin_000023.fa,96.98,11.53,4131076,29358
TG3:bin_000028.fa,95.32,11.36,4183870,25256
TG3:bin_000030.fa,98.06,13.17,2011607,27809
TG3:bin_000040.fa,94.2,2.29,3011456,9782
TG3:bin_000063.fa,80.67,3.17,2600730,11284
TG3_07:bin_000005.fa,88.07,12.02,4644060,39375
TG3_07:bin_000022.fa,78.46,17.68,4041406,11810
TG3_07:bin_000023.fa,82.37,4.16,2711286,9241
TG3_14:bin_000005.fa,96.91,1.19,2607401,31203
TG3_14:bin_000016.fa,82.17,2.7,1493728,4242
TG3_21:bin_000006.fa,97.6,3.79,1804543,21841
TG3_21:bin_000047.fa,72.16,2.78,2774756,4497
TG3_28:bin_000011.fa,89.26,1.71,1281420,15599
TG3_28:bin_000018.fa,89.41,1.66,2464491,22702
TG3_28:bin_000039.fa,83.45,5.43,3016820,15200
TG3_28:bin_000043.fa,68.78,2.62,1784879,3293
TG3_35:bin_000023.fa,88.32,1.03,2491165,12279
TG3_35:bin_000024.fa,83.98,7.55,2750074,19335
TG4:bin_000001.fa,88.69,2.18,2753955,39940
TG4:bin_000009.fa,96.86,1.82,2348054,41201
TG4:bin_000038.fa,86.49,6.82,3205701,19332
TG4_07:bin_000006.fa,96.96,4.98,2366347,18419
TG4_07:bin_000011.fa,94.61,2.83,3034786,23528
TG4_14:bin_000007.fa,96.42,8.69,3288661,52847
TG4_14:bin_000015.fa,84.66,3.97,2298369,30823
TG4_21:bin_000016.fa,81.64,8.98,2302376,11740
TG4_21:bin_000025.fa,72.85,3.69,2077124,11498
TG4_21:bin_000030.fa,79.54,3.2,2689213,15432
TG4_21:bin_000034.fa,74.7,1.9,2622823,7100
TG4_21:bin_000039.fa,81.91,8.92,2959222,16722
TG4_21:bin_000042.fa,74.7,4.23,2456813,9470
TG4_28:bin_000014.fa,95.28,8.4,3954039,30633
TG4_28:bin_000016.fa,90.71,4.94,2440621,18802
TG4_28:bin_000024.fa,77.61,3.71,3154059,13495
TG4_35:bin_000017.fa,87.34,4.8,3346931,18883
TG5:bin_000012.fa,98.97,7.38,2748847,12307
TG5:bin_000016.fa,96.54,6.29,2613473,28306
TG5:bin_000032.fa,86.87,1.2,1778723,5701
TG5:bin_000040.fa,91.5,8.96,3589974,29817
TG5_07:bin_000013.fa,81.03,2.09,2171116,6772
TG5_14:bin_000008.fa,98.49,1.81,3247971,12617
TG5_14:bin_000014.fa,89.32,5.06,2130658,5848
TG5_14:bin_000016.fa,88.38,13.72,3294272,8669
TG5_14:bin_000018.fa,89.5,7.73,3633029,28967
TG5_14:bin_000025.fa,83.48,1.99,2508109,21165
TG5_21:bin_000008.fa,92.04,3.01,3021208,57986
TG5_21:bin_000024.fa,87.04,10.17,3098025,9879
TG5_28:bin_000028.fa,89.18,10.95,4493045,23785
TG5_35:bin_000017.fa,88.93,5.3,2163771,12276
TG5_35:bin_000031.fa,89.18,5.86,4157517,25928
TG5_35:bin_000033.fa,86.92,16.33,3252315,13138
TG5_35:bin_000035.fa,74.62,4.22,3101657,7469
D300418:bin_000006.fa,96.45,8.76,4529690,38479
D300419:bin_000007.fa,77.13,1.38,2769229,7594
D300420:bin_000004.fa,99.03,0.09,2704958,35676
D300420:bin_000005.fa,97.63,0.92,2497596,17579
D300421:bin_000002.fa,94.42,0.0,2631517,16919
D300422:bin_000010.fa,76.32,1.96,2051548,5103
D300423:bin_000015.fa,69.2,2.09,2516982,9031
D300427:bin_000012.fa,64.75,1.0,1439802,3340
D300429:bin_000002.fa,90.67,2.09,2609918,14580
D300430:bin_000005.fa,95.0,6.69,3082542,7498
D300433:bin_000007.fa,91.02,3.46,3062252,29680
D300434:bin_000006.fa,89.95,4.85,2842705,20001
D300435:bin_000009.fa,94.37,4.48,3191814,31472
D300436:bin_000012.fa,84.27,2.35,1755386,6331
D300437:bin_000007.fa,91.37,3.68,1877875,6591
D300437:bin_000009.fa,88.84,6.02,3314334,14955
D300441:bin_000018.fa,80.55,6.76,2842957,11017
D300443:bin_000016.fa,88.74,5.17,3226404,11212
D300444:bin_000006.fa,99.77,12.75,2329245,7747
D300445:bin_000011.fa,92.78,16.08,5388216,6821
D300448:bin_000002.fa,97.91,3.0,2537161,23855
D300448:bin_000007.fa,95.22,2.76,2646851,16527
D300449:bin_000008.fa,71.34,3.31,3771074,3455
D300450:bin_000005.fa,86.23,2.72,2720558,16048
D300450:bin_000011.fa,88.7,4.04,2870623,18441
D300451:bin_000005.fa,99.93,5.17,2730020,42229
D300451:bin_000010.fa,96.55,4.57,2579028,18922
D300452:bin_000002.fa,98.86,1.83,3170477,21017
D300452:bin_000013.fa,86.64,3.81,2832329,21367
D300452:bin_000015.fa,75.17,3.59,2435218,3334
D300453:bin_000017.fa,70.17,5.69,2083840,3889
D300453:bin_000018.fa,76.46,10.89,3653396,8003
D300454:bin_000010.fa,89.6,3.32,3682319,24765
D300455:bin_000005.fa,94.6,4.13,2581689,27524
D300455:bin_000006.fa,97.33,4.02,2706603,16604
D300455:bin_000015.fa,86.67,6.41,4006699,20506
D300456:bin_000002.fa,96.19,4.21,2781357,20205
D300456:bin_000004.fa,95.43,6.08,2892245,19152
D300456:bin_000008.fa,87.51,3.03,2576959,15737
D300457:bin_000005.fa,89.15,2.24,3399836,66859
D300457:bin_000012.fa,86.74,3.15,2241416,6235
D300458:bin_000005.fa,94.99,4.43,3905099,35058
D300458:bin_000019.fa,80.32,13.02,1921318,6038
D300459:bin_000015.fa,95.75,49.77,5307149,3603
D300461:bin_000003.fa,98.34,4.76,3101541,25785
D300461:bin_000012.fa,90.96,2.17,3381055,28140
D300461:bin_000014.fa,92.3,9.12,3429926,30703
D300462:bin_000002.fa,87.67,0.0,2579684,11873
D300463:bin_000009.fa,96.88,3.25,2688757,30107
D300464:bin_000005.fa,95.7,4.66,2025805,36242
D300464:bin_000010.fa,84.54,6.49,2167135,6237
D300465:bin_000003.fa,95.57,3.79,2201026,15404
D300465:bin_000017.fa,81.4,3.73,2676618,8809
D300465:bin_000020.fa,59.77,1.31,2092973,6769
D300467:bin_000012.fa,81.74,2.71,2458476,9630
D300468:bin_000016.fa,64.36,6.21,1803203,3674
D300470:bin_000015.fa,82.35,2.61,2363883,10130
D300471:bin_000003.fa,90.31,1.6,4162338,6482
D300472:bin_000002.fa,98.13,0.08,2482414,30798
D300472:bin_000012.fa,91.81,1.48,3297876,31155
D300473:bin_000001.fa,97.08,1.6,2528914,27381
D300473:bin_000006.fa,93.76,4.83,2731719,20694
D300474:bin_000010.fa,94.37,9.13,3429538,26043
D300475:bin_000012.fa,83.14,5.12,3150097,36245
D300475:bin_000013.fa,88.77,8.72,2841901,31094
D300476:bin_000001.fa,97.52,2.05,2668972,16733
D300476:bin_000009.fa,87.26,6.59,3381131,27205
D300477:bin_000002.fa,97.97,4.21,2482582,18096
D300477:bin_000004.fa,93.73,1.68,2599568,18302
D300477:bin_000006.fa,98.41,4.0,2461027,16836
D300477:bin_000010.fa,79.31,0.98,1928320,3642
D300478:bin_000008.fa,89.21,5.15,2255223,7065
D300478:bin_000012.fa,91.48,2.56,3379575,24653
D300479:bin_000002.fa,99.4,0.54,2466556,20255
D300479:bin_000007.fa,90.85,2.51,2580657,21855
D300480:bin_000016.fa,71.35,25.15,5955700,4972
D300482:bin_000003.fa,98.79,10.84,6095453,38742
D300482:bin_000007.fa,91.47,3.95,2302320,10852
D300483:bin_000008.fa,90.37,2.01,3022488,32656
D300483:bin_000017.fa,76.19,6.18,1969948,4989
D300486:bin_000017.fa,71.24,1.87,2511814,4173
D300487:bin_000001.fa,96.93,2.8,2926207,20009
D300487:bin_000014.fa,64.83,3.85,2070508,2729
D300488:bin_000002.fa,90.31,9.81,3463939,36474
D300488:bin_000009.fa,85.62,3.68,2492683,38972
D300489:bin_000013.fa,91.2,14.75,3712337,18557
D300489:bin_000020.fa,75.27,8.89,2985378,7386
D300492:bin_000011.fa,98.03,14.96,3964482,12157
D300493:bin_000007.fa,99.67,1.43,3359177,39114
D300494:bin_000009.fa,83.28,2.8,3799854,4754
D300495:bin_000001.fa,99.95,1.73,1864156,90914
D300495:bin_000017.fa,71.63,1.84,1797135,3800
D300496:bin_000005.fa,94.12,0.06,1753642,14643
D300497:bin_000011.fa,80.84,5.0,2049984,5717
D300498:bin_000013.fa,74.98,4.18,2824956,5107
D300499:bin_000009.fa,80.55,2.6,2961941,14357
D300499:bin_000014.fa,89.53,5.65,3672998,7666
D300499:bin_000017.fa,70.95,22.16,2696236,5497
D300500:bin_000001.fa,100.0,0.33,2693764,30162
D300500:bin_000012.fa,84.44,7.18,2782218,10055
D300501:bin_000001.fa,100.0,1.34,4758685,19205
D300501:bin_000005.fa,95.77,4.13,2132003,10239
D300502:bin_000003.fa,89.46,12.94,3537817,25789
D300502:bin_000009.fa,90.51,4.69,3315798,17189
D300504:bin_000002.fa,92.54,1.28,3040213,16093
D300505:bin_000003.fa,94.94,10.87,5076128,18001
D300506:bin_000004.fa,96.19,0.51,2563225,22858
D300507:bin_000003.fa,100.0,6.17,4899982,39701
D300509:bin_000001.fa,99.64,0.45,2434131,30065
D300509:bin_000005.fa,88.89,4.27,2070501,8551
D300509:bin_000010.fa,77.13,4.4,2345745,10235
D300509:bin_000013.fa,89.56,29.64,4456574,17020
D300510:bin_000007.fa,86.45,17.17,3764406,17039
D300510:bin_000008.fa,84.39,2.82,2121853,8329
D300511:bin_000005.fa,86.71,2.13,2452045,20648
D300511:bin_000009.fa,87.73,12.77,4820282,18863
D300512:bin_000008.fa,89.72,4.0,2635348,12360
D300512:bin_000010.fa,90.33,8.35,1763079,4291
D300512:bin_000020.fa,64.17,1.24,1746390,6645
D300513:bin_000007.fa,93.79,2.27,2711631,19764
D300513:bin_000009.fa,84.59,3.19,2071064,4566
D300514:bin_000010.fa,86.01,7.28,3163721,18539
D300516:bin_000016.fa,92.7,4.68,3161255,31457
D300516:bin_000021.fa,84.99,5.98,2163285,7986
D300517:bin_000014.fa,78.26,2.36,2079826,4921
D300519:bin_000004.fa,95.48,2.71,2715923,18802
D300519:bin_000018.fa,51.45,0.59,797978,2797
D300519:bin_000022.fa,52.43,2.1,2640356,2716
D300521:bin_000002.fa,97.45,9.15,3490251,26062
D300521:bin_000018.fa,63.91,4.24,1323878,3661
D300521:bin_000022.fa,99.94,57.77,5774643,9618
D300522:bin_000003.fa,88.96,5.08,3342544,23573
D300523:bin_000003.fa,93.71,4.37,2659913,20917
D300523:bin_000007.fa,80.23,2.67,3835686,4300
D300527:bin_000003.fa,99.99,2.7,4254531,61805
D300527:bin_000006.fa,86.86,5.91,2612277,7338
D300527:bin_000008.fa,81.54,3.25,2732745,12695
D300528:bin_000005.fa,91.89,3.5,2325378,8437
D300528:bin_000010.fa,95.73,29.15,5414921,12317
D300528:bin_000016.fa,68.57,3.59,3100730,6132
D300529:bin_000003.fa,85.3,2.68,2157586,5073
GPB:bin_000005.fa,100.0,0.7,4514206,4514206
GPB:bin_000012.fa,97.68,0.98,3981004,3981004
GPB:bin_000025.fa,99.78,0.0,1890941,1890941
GPB:bin_000045.fa,99.56,0.0,2519477,2519477
GPB:bin_000046.fa,94.73,3.1,4226951,4226951
GPB:bin_000070.fa,94.42,0.43,2191351,2191351
GPB:bin_000075.fa,98.0,1.44,3183624,3183624
GPB:bin_000076.fa,96.66,0.82,3416191,3416191
GPB:bin_000099.fa,100.0,4.37,1871042,1871042
GPB:bin_000107.fa,100.0,1.08,2639790,2639790
GPB:bin_000145.fa,99.81,0.97,7274163,5629091
GPB:bin_000212.fa,84.98,6.29,2166640,327233
GPB:bin_000216.fa,72.73,1.9,2246811,255531
TG1:bin_000008.fa,99.99,2.22,1855484,26445
TG1:bin_000016.fa,98.02,1.21,2590469,48634
TG1:bin_000062.fa,83.27,11.72,3657970,13850
TG1:bin_000063.fa,79.47,3.83,2680971,8969
TG1_14:bin_000007.fa,99.31,0.32,2622487,14013
TG1_14:bin_000024.fa,83.68,1.63,3193115,16531
TG1_21:bin_000012.fa,96.86,3.07,2084500,17327
TG1_21:bin_000014.fa,95.57,6.76,2980204,21501
TG1_21:bin_000015.fa,96.6,7.72,2275425,14060
TG1_28:bin_000008.fa,99.84,1.28,1837891,22099
TG1_28:bin_000016.fa,85.27,12.47,3179844,9600
TG1_28:bin_000034.fa,94.35,2.42,2921482,10074
TG1_28:bin_000035.fa,96.07,8.98,3157787,13730
TG1_35:bin_000012.fa,90.58,2.65,2934504,11100
TG1_35:bin_000013.fa,92.87,6.29,2939205,19043
TG1_35:bin_000030.fa,95.91,8.13,3159339,18623
TG1_35:bin_000034.fa,78.7,2.69,2940063,14303
TG1_35:bin_000037.fa,52.3,2.61,2364623,3005
TG2:bin_000013.fa,96.84,3.52,2989089,19665
TG2:bin_000032.fa,85.16,15.19,3444316,19254
TG2:bin_000034.fa,80.06,8.38,3652568,21696
TG2:bin_000036.fa,72.9,5.62,3489976,3311
TG2:bin_000046.fa,79.75,2.45,2307506,6090
TG2:bin_000047.fa,75.1,22.04,3579094,5779
TG2:bin_000049.fa,75.23,1.16,2089200,3687
TG2_07:bin_000020.fa,92.06,11.97,4308805,29005
TG2_14:bin_000010.fa,86.63,3.43,3058379,21808
TG2_14:bin_000011.fa,88.61,4.03,2277659,11843
TG2_14:bin_000014.fa,99.85,1.6,3755741,14932
TG2_14:bin_000024.fa,95.58,0.95,5178743,22434
TG2_21:bin_000014.fa,80.45,2.13,3790392,5017
TG2_21:bin_000034.fa,63.37,0.85,2412757,4354
TG2_28:bin_000009.fa,87.68,2.55,2400676,32520
TG2_28:bin_000015.fa,82.08,12.56,3000529,27839
TG2_28:bin_000016.fa,96.61,3.75,2835823,18177
TG2_28:bin_000035.fa,63.93,0.95,1345726,3026
TG2_35:bin_000022.fa,72.86,1.06,2854371,9770
TG3:bin_000001.fa,96.11,4.05,3090600,61078
TG3:bin_000002.fa,99.44,0.3,3055780,40504
TG3:bin_000015.fa,93.27,6.03,3331605,18268
TG3:bin_000033.fa,90.48,8.26,3319174,13191
